Title,Studio,Opening,Theaters,Date,Movie ID,Budget,Runtime,Genres,Directing,Producing,Writing,Rating
The Watch,Fox,12750297,3168,2012-07-27,80035,68000000,98.0,"['Action', 'Comedy', 'Science Fiction']",['Akiva Schaffer'],"['Shawn Levy', 'Alyssa Weisberg', 'Daniel S. Levine', 'Monica Levinson']","['Seth Rogen', 'Evan Goldberg', 'Jared Stern']",R
The Forest,Focus,12741176,2451,2016-01-08,329440,10000000,95.0,"['Horror', 'Thriller', 'Mystery']","['Jason Zada', 'Kazuko Shingyoku', 'Marina Lešić', 'Caroline Bowker']","['David S. Goyer', 'David Linde', 'Tory Metzger', 'Elaine Grainger', 'Emma Gunnery', 'Lawrence Bender', 'James Ward Byrkit', 'Aviv Giladi', 'Andrew Pfeffer', 'Georgina Pope', 'Jennifer Semler', 'Andjelija Vlaisavljevic', 'Len Blavatnik']","['Nick Antosca', 'Sarah Cornwell', 'Ben Ketai']",R
The Talented Mr. Ripley,Par.,12738237,2307,1999-12-25,1213,40000000,139.0,"['Thriller', 'Crime', 'Drama']","['Anthony Minghella', 'Dianne Dreyer']","['William Horberg', 'Tom Sternberg', 'David Rubin', 'Steve E. Andrews', 'Alessandro von Norman', 'Paul Zaentz', 'Sydney Pollack', 'Lynn Kamern', 'Ronna Kress', 'Shaila Rubin', 'Sarah Beardsall', 'Antonio Gabrielli', 'Lydia Dean Pilcher']","['Anthony Minghella', 'Patricia Highsmith', 'Tony Wright']",R
Bean,Gram.,12733827,1948,1997-11-07,1281,18000000,85.0,['Comedy'],"['Mel Smith', 'Trey Batchelor', 'Cori Glazer', 'Michael Zimbrich', 'Todd Y. Murata', 'John Greaves']","['Peter Bennett-Jones', 'Tim Bevan', 'Eric Fellner', 'Ronnie Yeskel', ""Rebecca O'Brien"", 'Rowan Atkinson', 'Richard Curtis', 'Richard Hicks', 'Liz Matthews', 'Julianna Arenson', 'Jo McIllece', 'Cydney Bernard', 'Brad Bell', 'Louise Seaman', 'Elizabeth Joan Hooper', 'Rich King', 'Kurt Greufe', 'Kauai Collins']","['Richard Curtis', 'Robin Driscoll', 'Emma Freud']",
XXX: State of the Union,SonR,12712272,3480,2005-04-29,11679,60000000,101.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Lee Tamahori', 'J. Michael Haynie', 'Luca Kouimelis', 'Eugene Davis', 'Steve Battaglia', 'Kristina M. Peterson', 'Geoff Murphy']","['Rob Cohen', 'Derek Dauchy', 'Todd Garner', 'Neal H. Moritz', 'Arne Schmidt', 'Margery Simkin', 'Alison Harstedt', 'Robert Mazaraki', 'Debbie Schwab', 'Debra James', 'Justine Hempe', 'James Lin', 'Chris Bustard', 'Susan Paley Abramson', 'Lisa Fozzati', 'Yovel Schwartz', 'Matthew Dillon Noonan', 'Matthew I. Goldberg', 'Sandra Constantine', 'Jenny Sandell', 'Brad Kenny', 'Kari Mills', 'Maryellen Aviano', 'Anne Scott', 'Ahmed Kirdar', 'Lora Umphress', 'Clyde Broom Jr.', 'Jonathan Deiner', 'Jennifer Lobban', 'Mimi N. McGreal']","['Simon Kinberg', 'Rich Wilkes']",PG-13
Herbie: Fully Loaded,BV,12709221,3521,2005-06-22,11451,50000000,101.0,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']","['Angela Robinson', 'Alexander H. Gayner', 'Joe Woodward Stevenson', 'Jane Goldsmith', 'Tyler Romary', 'Andy Gill']","['Michael Fottrell', 'Charles Hirschhorn', 'Robert Simonds', 'Tracey Trench', 'John G. Scotti', 'Lisa Stewart', 'Sara E. White', 'Aaron Wilder', 'Michael Fottrell', 'Rick Montgomery', 'Sarah Nettinga', 'Curtis Collins', 'Ellen Adolph', 'Nancy Honeycutt', 'Vincent Agostino', ""Sandy O'Neill"", 'Chadwick Struck', 'Victor Roma', 'Toby Guidry', 'David Nico', 'Rich King', 'Brinton Bryan', 'David Cervantes', 'Karen Glass', 'Cristina Lois', 'Ray Felipe', 'Angie Ryan']","['Thomas Lennon', 'Ben Garant', 'Alfred Gough', 'Miles Millar', 'Mark Perez', 'Gordon Buford']",
The Men Who Stare at Goats,Over.,12706654,2443,2009-11-06,10313,24000000,93.0,"['Comedy', 'War']","['Grant Heslov', 'David Webb', 'Coraly Santaliz']","['Cathy Sandrich', 'George Clooney', 'Grant Heslov', 'Paul Lister', 'Amanda Mackey']","['Jon Ronson', 'Peter Straughan']",R
Allied,Par.,12701743,3160,2016-11-23,369885,85000000,124.0,"['Action', 'Drama', 'War', 'Romance', 'Thriller']","['Robert Zemeckis', 'Annie Penn']","['Graham King', 'Steven Knight', 'Patrick McCormick', ""Denis O'Sullivan"", 'Jack Rapke', 'Steve Starkey', 'Robert Zemeckis', 'Nina Gold', 'Robert Sterne', 'Gina De Ferrer', 'Diego Betancor', 'Stéphane Foenkinos']",['Steven Knight'],R
Get Shorty,MGM,12700007,1612,1995-10-20,8012,30250000,105.0,"['Comedy', 'Thriller', 'Crime']","['Barry Sonnenfeld', 'Wilma Garscadden-Gahret']","['Danny DeVito', 'Michael Shamberg', 'Stacey Sher', 'David Rubin', 'Debra Zane']","['Elmore Leonard', 'Scott Frank']",R
Ronin,MGM,12697641,2487,1998-09-25,8195,55000000,122.0,"['Action', 'Thriller', 'Crime', 'Adventure']","['John Frankenheimer', 'Mishka Cheyko', 'Angela Allen', 'Fanny Aubrespin', 'David Artur']","['Frank Mancuso Jr.', 'Margot Capelier', 'Amanda Mackey', 'Cathy Sandrich', 'Paul Kelmenson', 'Ethel Winant', 'Claude Albouze', 'Mercedes Kelso', 'Jean-Marc Abbou', 'Sophie Drouin', 'Kim Doan', 'Dimitri Foresta', 'Frederic Caillierez', 'Gérard Lyon', 'Catherine Barrès', 'Frederic Bacchi', 'Carine Barcelo', 'Jérôme Servant', 'Jenni Villegas', 'Michele Badrutt', 'David Campi-Lemaire', 'Xavier Bouraoui', 'Olivier Suffert', 'Sandra Benhamou', 'Dominique Lefèvre']","['J.D. Zeik', 'David Mamet', 'J.D. Zeik']",
Secretariat,BV,12694770,3072,2010-10-08,39486,35000000,123.0,['Drama'],"['Randall Wallace', 'Kim H. Winther', 'Pam Fuller']","['Mark Ciardi', 'Gordon Gray', 'Sheila Jaffe', 'Robert Mazaraki']",['Mike Rich'],PG
R.I.P.D.,Uni.,12691415,2852,2013-07-19,49524,130000000,96.0,"['Fantasy', 'Action', 'Comedy', 'Crime']","['Robert Schwentke', 'Kim Berner', 'Kelly Cronin', 'Tracy L. Moody']","['Michael Fottrell', 'Neal H. Moritz', 'Mike Richardson', 'Carolyn Pickman', 'Tricia Wood', 'David Dobkin', 'Keith Goldberg', 'Peter M. Lenkov', 'Ori Marmur', 'Jonathon Komack Martin', 'Deborah Aquila', 'Terri Douglas', 'Matt Bouldry', 'Lisa Zagoria', 'Aaron Kahl', 'Angela Peri', 'Ashley Skomurski', 'Alexis Capozzi', 'Jerry Dwyer Jr.', 'Erica Mills', 'Carolyn Pickman', 'Robert Cable', 'Bethany Andriuzzo', 'Marty Elfalan', 'Cabernet Murray', 'Kimberly Aguirre', 'Wayne T. Silva', 'Cynthia Phillips', 'Louise DeCordoba', 'Jennifer Webb', 'Tom Howes', 'Hannah Roble', 'Britney Young', 'Sonia Y. Dawson', 'Mollie Vera Grace', 'Faleshia Lo', 'Christine Colburn', 'Jennifer Blair']","['Phil Hay', 'Matt Manfredi', 'David Dobkin', 'Phil Hay', 'Matt Manfredi', 'Peter M. Lenkov']",PG-13
Disney's The Kid,BV,12687726,2167,2000-07-07,4244,65000000,104.0,"['Fantasy', 'Comedy', 'Family']","['Jon Turteltaub', 'William M. Elvin', 'Thomas Johnston']","['Stephen J. Eads', 'William M. Elvin', 'Bill Johnson', 'Hunt Lowry', 'Arnold Rifkin', 'Christina Steinberg', 'Jon Turteltaub', 'David Willis', 'Bill Johnson', 'Daren Hicks']",['Audrey Wells'],PG
Backdraft,Uni.,12686200,1852,1991-05-24,2924,75000000,137.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Ron Howard', 'Jack Gallagher', 'Sioux Richards', 'Todd Hallowell', 'Jeff Okabayashi']","['Richard Barton Lewis', 'Raffaella De Laurentiis', 'Brian Grazer', 'Pen Densham', 'Larry DeWaay', 'John Watson', 'Janet Hirshenson', 'Todd Hallowell', 'Jane Jenkins', 'Larry DeWaay', 'Jacqueline King', 'Jim Morris', 'Michael J. Malone', 'Cheryl A. Stone', 'Alecia LaRue', 'Stephen Andrzejewski', 'Betsy Horning', 'Louise C. Larson', 'Joan Philo', 'Scott Ross', 'Paul Andresen', 'Wileen Dragovan']","['Gregory Widen', 'Mark Moore']",R
Leatherheads,Uni.,12682595,2769,2008-04-04,4942,58000000,114.0,"['Comedy', 'Romance', 'Drama']","['George Clooney', 'Diane H. Newman']","['George Clooney', 'Grant Heslov', 'Casey Silver', 'Barbara A. Hall', 'Jeffrey Silver', 'Sydney Pollack', 'Robert F. Newmyer', 'Ed Cathell III', 'Barbara A. Hall', 'Rachel Tenner', 'Ellen Chenoweth']","['Duncan Brantley', 'Rick Reilly']",PG-13
Aeon Flux,Par.,12661112,2608,2005-12-02,8202,62000000,93.0,"['Action', 'Science Fiction']","['Karyn Kusama', 'Lisa C. Satriano', 'Trudy Ramirez', 'Lyda Blank', 'Ralph Eisenmann', 'Charles Croughwell', 'Julie Cummings']","['Martha Griffin', 'Gale Anne Hurd', 'Gary Lucchesi', 'Tom Rosenberg', 'Van Toffler', 'Karen Lindsay-Stewart', 'Laura Rosenthal', 'Gregory Goodman', 'David Gale', 'Charlie Woebcken', 'Henning Molfenter', 'Michael Scheel', 'Anja Dihrberg', 'Mathias Braun', 'Christopher Abeyta', 'Wendy Cox', 'Miki Emmrich', 'Daniel Mattig', 'Rori Bergman', 'René Frotscher', 'Nina Hueskes', 'Philipp Abel', 'Lora Marie Taylor', 'Vladimir Fuentes', 'Silvia Lindner', 'Marcel Dykiert', 'Michael Vasquez', 'Angela Randazzo', 'Toni-Maria Anschütz', 'Stephan Arendt', 'Stephen Emery', 'Ana Keil']","['Phil Hay', 'Matt Manfredi', 'Peter Chung']",PG-13
Cobra,WB,12653032,2131,1986-05-23,9874,25000000,87.0,"['Action', 'Crime', 'Thriller']","['George P. Cosmatos', 'Hope Williams']","['Yoram Globus', 'Menahem Golan', 'James D. Brubaker', 'Tony Munafo', 'Joy Todd', 'Laura Sode-Matteson', 'Robert H. Lemer', 'Tom Gray']","['Paula Gosling', 'Sylvester Stallone']",R
The Karate Kid Part II,Col.,12652336,1323,1986-06-20,8856,13000000,113.0,"['Adventure', 'Drama', 'Action', 'Romance', 'Family']",['John G. Avildsen'],['Jerry Weintraub'],['Robert Mark Kamen'],PG
Paper Towns,Fox,12650140,3031,2015-07-24,286565,12000000,109.0,"['Drama', 'Mystery', 'Romance']",['Jake Schreier'],"['Marty Bowen', 'Wyck Godfrey', 'Ronna Kress']","['Scott Neustadter', 'Michael H. Weber', 'John Green']",PG-13
The Ladykillers,BV,12634563,1583,2004-03-26,5516,0,104.0,"['Comedy', 'Crime', 'Thriller']","['Ethan Coen', 'Joel Coen', 'Peter Dress']","['Ethan Coen', 'Joel Coen', 'Tom Jacobson', 'Barry Josephson', 'Barry Sonnenfeld', 'Ellen Chenoweth']","['Ethan Coen', 'Joel Coen', 'William Rose']",R
Under Siege 2: Dark Territory,WB,12624402,2150,1995-07-14,3512,60000000,100.0,"['Action', 'Thriller']",['Geoff Murphy'],"['Arnon Milchan', 'Steve Perry', 'Louis DiGiaimo']","['J. F. Lawton', 'Richard Hatem', 'Matt Reeves']",R
Death Race,Uni.,12621090,2532,2008-08-22,10483,45000000,105.0,"['Action', 'Thriller', 'Science Fiction']","['Paul W.S. Anderson', 'Jessica Clothier']","['Paul W.S. Anderson', 'Jeremy Bolt', 'Dennis E. Jones', 'Ryan Kavanaugh', 'Adam Merims', 'Paula Wagner', 'Roger Corman', 'Victoria Burrows', 'Robin D. Cook', 'Helene Rousse', 'Scot Boland']","['Paul W.S. Anderson', 'Paul W.S. Anderson']",R
Malibu's Most Wanted,WB,12618159,2503,2003-04-18,13411,15000000,86.0,"['Comedy', 'Crime']",['John Whitesell'],"['Felicia Fasano', 'Mary Vernieu', 'Adam Small', 'Fax Bahr', 'Mike Karz']","['Fax Bahr', 'Adam Small', 'Jamie Kennedy', 'Nick Swardson']",PG-13
Not Another Teen Movie,Sony,12615116,2365,2001-12-14,11397,16000000,89.0,['Comedy'],"['Joel Gallen', 'Heather Harris', 'Daniel Silverberg']","['Neal H. Moritz', 'Phil Beauman', 'Mike Bender', 'Buddy Johnson', 'Brad Luff', 'Michael I. Rachmil', 'Joseph Middleton', 'Michael I. Rachmil', 'Cornelia Ryan', 'Dena Berman', 'Kendra Carter', 'Michelle Morris', 'Patrick Mignano', 'Mads Hansen']","['Mike Bender', 'Adam Jay Epstein', 'Andrew Jacobson', 'Phil Beauman', 'Buddy Johnson']",R
Kubo and the Two Strings,Focus,12608372,3260,2016-08-19,313297,60000000,102.0,"['Animation', 'Adventure', 'Family']","['Travis Knight', 'Samuel Wilson', 'Billy Cabey', 'Kj Pilar', 'Alicia Cortes', 'Holly Werner', 'Jodi Clark', 'Brett Alexander Nichols', 'Finley Mulligan']","['Travis Knight', 'Arianne Sutner', 'Allison Jones', 'Jocelyn Pascall', 'Judy Cook', 'Ben Harris', 'John Peter Kousakis', 'Ashley Lambert', 'Danika Burtt', 'David J. Epstein', 'Christina Mackin', 'Emily Shinyi Hsu', 'Daniela Scovel', 'Desiree Ong', 'Taro Goto', 'Tyler M. Saunders', 'Andrew Hollandsworth', 'Evan Hailstone', 'Kara Sinclair', 'Marina Capizzi', 'Matthew J.D. Thill', 'Maggie Begley']","['Shannon Tindle', 'Marc Haimes', 'Marc Haimes', 'Chris Butler', 'Chris Butler', 'John Aoshima', 'Shawn Palmer']",PG
As Good as It Gets,Sony,12606928,1572,1997-12-25,2898,50000000,139.0,"['Comedy', 'Romance']","['James L. Brooks', 'Ray Quiroz', ""Aldric La'Auli Porter"", 'Hans Berggren', 'William M. Connor', 'Susan Perlman']","['James L. Brooks', 'Owen Wilson', 'Francine Maisler', 'Karen E. Etcoff', 'Barbara Harris']","['Mark Andrus', 'James L. Brooks', 'Mark Andrus']",PG-13
Drumline,Fox,12604705,1836,2002-12-13,13497,20000000,118.0,"['Drama', 'Romance', 'Comedy', 'Music']",['Charles Stone III'],"['Dallas Austin', 'Timothy M. Bourne', 'Wendy Finerman', 'Jody Gerson', 'Greg Mooradian']","['Shawn Schepps', 'Tina Gordon Chism']",PG-13
The Adventures of Sharkboy and Lavagirl in 3D,Dim.,12582088,2655,2005-06-10,14199,50000000,92.0,"['Adventure', 'Family', 'Science Fiction']","['Robert Rodriguez', 'Brian Bettwy', 'David Vincent Rimer', 'Monika Petrillo']","['Elizabeth Avellan', 'Bob Weinstein', 'Harvey Weinstein', 'Bill Scott', 'Mary Vernieu', 'Bill Scott', 'Cynthia Streit', 'Sandra Condito', 'Linda A. Borgeson', 'Robbie Friedmann', 'Shalimar Reodica', 'Beth Sepko']","['Robert Rodriguez', 'Marcel Rodriguez']",PG
The Master of Disguise,SonR,12554650,2565,2002-08-02,13908,0,80.0,"['Comedy', 'Family']","['Perry Andelin Blake', 'Nancy Karlin']","['Barry Bernardi', 'Allegra Clegg', 'Derek Dauchy', 'Sid Ganis', 'Todd Garner', 'Jack Giarraputo', 'Harris Goldberg', 'Adam Sandler', 'Alex Siskin', 'Dino Stamatopoulos', 'Elizabeth Boykewich', 'Roger Mussenden', 'Allegra Clegg', 'Helen Geier', 'Ralph Coleman', 'Lisa Swain']","['Dana Carvey', 'Harris Goldberg']",PG
The 15:17 to Paris,WB,12554286,3042,2018-02-09,453201,30000000,94.0,"['Drama', 'History', 'Thriller']",['Clint Eastwood'],"['Clint Eastwood', 'Tim Moore', 'Kristina Rivera', 'Jessica Meier', 'Barbara Harris', 'Sierra Scott', 'Kyle Allen Nichols', 'Eve Streger', 'Britt van der Gaag', 'Tammy L. Smith']","['Dorothy Blyskal', 'Alek Skarlatos', 'Anthony Sadler', 'Spencer Stone', 'Jeffrey E. Stern']",PG-13
Intolerable Cruelty,Uni.,12525075,2564,2003-10-10,11775,60000000,100.0,"['Crime', 'Comedy', 'Romance']","['Joel Coen', 'Thomas Johnston']","['Ethan Coen', 'James Jacks', 'Brian Grazer', 'Sean Daniel', 'John Cameron', 'Robert Graf', 'James Whitaker', 'Grant Heslov', 'Ellen Chenoweth', 'Rachel Tenner']","['Joel Coen', 'Ethan Coen', 'Matthew Stone', 'Robert Ramsey', 'Robert Ramsey', 'Matthew Stone', 'John Romano']",PG-13
Nine Months,Fox,12522240,1458,1995-07-14,11472,0,103.0,"['Romance', 'Comedy']","['Chris Columbus', 'Carol DePasquale', 'Geoffrey Hansen']","['Chris Columbus', 'Michael Barnathan', 'Anne François', 'Mark Radcliffe', 'Mary Duann', 'Janet Hirshenson', 'Jane Jenkins', 'Jacqueline A. Shea', 'Joan Bradshaw', 'Christopher Lambert', 'Paula DuPré Pesmen']","['Chris Columbus', 'Patrick Braoudé']",PG-13
The Family Stone,Fox,12521027,2466,2005-12-16,9043,19000000,103.0,"['Comedy', 'Drama', 'Romance']",['Thomas Bezucha'],"['Michael London', 'Jennifer Ogden']",['Thomas Bezucha'],PG-13
The Good Son,Fox,12520305,1847,1993-09-24,9272,17000000,87.0,"['Drama', 'Horror', 'Thriller']","['Joseph Ruben', 'Samantha Timmerman', 'Jack Gill']","['Mary Ann Page', 'Daniel Rogosin', 'Joseph Ruben', 'Ezra Swerdlow', 'Thomas John Kane']",['Ian McEwan'],R
Groundhog Day,Col.,12517672,1640,1993-02-12,137,14600000,101.0,"['Romance', 'Fantasy', 'Drama', 'Comedy']","['Harold Ramis', 'Michael Haley', 'Alan Hopkins', 'Judi Townsend', 'Sam Hoffman']","['Trevor Albert', 'Harold Ramis', 'Howard Feuer', 'C.O. Erickson', 'Jane Brody', 'Nicole Arbusto']","['Danny Rubin', 'Danny Rubin', 'Harold Ramis']",PG
Gremlins,WB,12511634,1511,1984-06-08,927,11000000,106.0,"['Fantasy', 'Horror', 'Comedy']","['Joe Dante', 'James Quinn', 'Carol Green', 'Kenneth Gilbert']","['Michael Finnell', 'Steven Spielberg', 'Susan Arnold', 'Frank Marshall', 'Kathleen Kennedy', 'Phil Rawlins']",['Chris Columbus'],PG
One Missed Call,WB,12511473,2240,2008-01-04,6933,27,87.0,"['Horror', 'Mystery', 'Thriller']","['Eric Valette', 'Alicia Accardo', 'Nila Neukum']","['Broderick Johnson', 'Andrew A. Kosove', 'Scott Kroopf', 'Jennie Lew Tugend', 'Timothy M. Bourne', 'Martin Schuermann', 'Josef Lautenschlager', 'Andreas Thiesmeyer', 'Shinya Egawa', 'Shay Griffin', 'Nancy Nayor', 'Kelly Wagner', 'Yolanda T. Cochran', 'Gregor Wilson', 'Timothy M. Bourne', 'Lauren Weissman', 'Marc Fisichella', 'Shay Griffin', 'Dominika Posserén', 'Patrick Ingram', 'Jeff Olan', 'Janella Bersabal', 'Mandy McCowan', 'Johanna Klingenberger', 'Denise Anderson Poore', 'Robert S. Wilhelm Jr.', 'Kim Ronstadt', 'Sam Montiforte', 'Anne Wilson', 'Brett Burkholder', 'Anthony Chrisman', 'Jessica Cornwall', 'Montorious Greene', 'Maxwell Guberman', 'Charlie B. Spaht', 'Jason Underwood', 'Michael E. Flynn', 'Stephanie Johnston', 'Robin Myriah Hatcher', 'Caleb Womble', 'Rhonda DeVictor', 'Courtney Nordessa Ward', 'Robert A. Levine', 'Flávia Toledo', 'Seth Zimmerman', 'Charles Thomas Baxter', 'George McDowell Agnew']","['Andrew Klavan', 'Yasushi Akimoto']",PG-13
Life (2017),Sony,12501936,3146,2017-03-24,395992,58000000,103.0,"['Horror', 'Science Fiction', 'Thriller']","['Daniel Espinosa', 'Stacy Rowe', 'Josh Robertson', 'Tom Brewster', 'Danni Lizaitis']","['Bonnie Curtis', 'David Ellison', 'Dana Goldberg', 'Julie Lynn', 'Fabiana Arrastia', 'Susan Boyajian', 'Mindy Marin', 'Sam Breckman', 'Richard Daldry', 'Katharina Hingst']","['Rhett Reese', 'Paul Wernick']",R
Courage Under Fire,Fox,12501586,1986,1996-07-12,10684,46000000,117.0,"['Drama', 'Thriller', 'Mystery', 'War']",['Edward Zwick'],"['John Davis', 'Debra Martin Chase']",['Patrick Sheane Duncan'],R
Street Kings,FoxS,12469631,2467,2008-04-11,1266,20000000,109.0,"['Action', 'Crime', 'Drama', 'Thriller']","['David Ayer', 'Diane Collins', 'Kelly Leffler', 'Liliana M. Molina']","['Erwin Stoff', 'Lucas Foster', 'Alexandra Milchan', 'Mary Vernieu', 'Brandon Hemmerling', 'Lindsay Graham']","['Jamie Moss', 'Kurt Wimmer', 'James Ellroy']",R
Blow,NL,12443461,2249,2001-04-06,4133,53000000,124.0,"['Crime', 'Drama']","['Ted Demme', 'Pamela Alch']","['Michael De Luca', 'Ted Demme', 'Georgia Kacandes', 'Denis Leary', 'Jose Ludlow', 'Joel Stillerman', 'Avy Kaufman', 'Tomás Krejcí', 'Susan McNamara', 'Susan McNamara', 'Tracy Falco', 'Hillary Sherman']","['David McKenna', 'Nick Cassavetes', 'Bruce Porter']",R
My Sister's Keeper,WB (NL),12442212,2606,2009-06-26,10024,30000000,109.0,['Drama'],['Nick Cassavetes'],"['Scott Goldman', 'Mark Johnson', 'Chuck Pacheco', 'Steven Posen', 'Hillary Sherman', 'Toby Emmerich', 'Merideth Finn', 'Stephen Furst', 'Mark Kaufman', 'Diana Pokorny', 'Mendel Tropper', 'Matthew Barry', 'Nancy Green-Keyes']","['Jodi Picoult', 'Jeremy Leven', 'Nick Cassavetes']",PG-13
Rocky III,UA,12431486,939,1982-05-28,1371,17000000,99.0,['Drama'],['Sylvester Stallone'],"['Robert Chartoff', 'Irwin Winkler', 'Rhonda Young', 'James D. Brubaker']",['Sylvester Stallone'],PG
Beverly Hills Cop III,Par.,12426169,2748,1994-05-25,306,50000000,104.0,"['Action', 'Comedy', 'Crime']",['John Landis'],"['Mace Neufeld', 'Robert Rehme', 'Jackie Burch', 'Mark Lipsky']","['Danilo Bach', 'Daniel Petrie Jr.', 'Steven E. de Souza', 'Danilo Bach', 'Daniel Petrie Jr.']",R
The Eye,LGF,12425776,2436,2008-02-01,9030,12000000,98.0,"['Drama', 'Horror', 'Thriller']","['David Moreau', 'Xavier Palud']","['Paula Wagner', 'Don Granger', 'Michelle Manning', 'Mike Elliott', 'Peter Chan', 'Roy Lee', 'Doug Davison', 'Michael Paseornek', 'Peter Block', 'Tom Ortenberg', 'Darren Miller', 'Jack L. Murray']",['Sebastián Gutiérrez'],PG-13
Teenage Mutant Ninja Turtles III,NL,12419597,2087,1993-03-19,1499,10000000,96.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",['Stuart Gillard'],"['Kim Dawson', 'David Chan']","['Kevin Eastman', 'Peter Laird', 'Stuart Gillard']",PG
The Island,DW,12409070,3122,2005-07-22,1635,126000000,136.0,"['Action', 'Thriller', 'Science Fiction', 'Adventure']","['Michael Bay', 'Karen Golden', 'Josh McLaglen', 'John M. Levin', 'Kenny Bates', 'Douglas Dean III', 'Rich Sickler', 'Maria Battle Campbell', 'Edoardo Petti', 'Shaun Costello', 'Paul Domick', 'Jason Roberts']","['Michael Bay', 'Ian Bryce', 'Denise Chamian', 'Christine Globke Saric', 'Walter F. Parkes', 'Laurie MacDonald', 'Kenny Bates', 'Matthew Cohan', 'Heidi Fugeman', 'Josh McLaglen', 'Steven P. Saeta', 'Steven P. Saeta', 'Susan Paley Abramson', 'Andrew L. Ullman', 'Denise Morgan McGrath', 'Robert West', 'Ty Warren', 'Beverly Barritt', 'Lisa Fields', 'Alison E. McBryde', 'Tyler Elliott', 'David Rumble', 'Sue Smith', 'John Burton West', 'Angela Demo', 'Meagan Lewis', 'Scout Masterson', 'Meghan Kelly', 'Mariann H.W. Lee', 'Coleen Aiello', 'Susana Inés Fattorini', 'Dave Daniels', 'Andrea Alunni', 'David Krudis', 'Susan Alcott', 'David Artushin', 'Kevin Berlandi', 'Trent Broin', 'Alex Fields', 'David Michael Fordham', 'Graham Geraghty', 'Amy Glenn', 'Robert Hampton', 'Jason E. Hatfield', 'Jay Herrion', 'Benjamin Jackendoff', 'Gary A. Martin', 'Corey Mayne', 'Mimi Moss', 'Kenneth Pratt', 'Jonah Rafal', 'Jeff Schultz', 'Nasrollah Sekandari', 'Barbara Szeman', 'Geoff Ernst', 'Dennis Meyer', 'Jim Nabti', 'Mario Passera', 'Lisbeth Wynn-Owen', 'Steven R. Molen', 'Lauren Suarez', 'Wendy Kutzner', 'Anthea Strangis', 'Jennifer Salada', 'John Steckert', 'Luca Fortunato Asquini', 'Kendra Boardman', 'Nathan Fleming', ""Shane O'Connor"", 'Joli Eberhart']","['Caspian Tredwell-Owen', 'Alex Kurtzman', 'Roberto Orci', 'Caspian Tredwell-Owen']",PG-13
Hoodwinked,Wein.,12401900,2394,2006-01-13,10982,15000000,82.0,"['Animation', 'Comedy', 'Family']","['Cory Edwards', 'Todd Edwards', 'Tony Leech']","['Maurice Kanbar', 'David Lovegren', 'Sue Bea Montgomery', 'Preston Stutzman']","['Todd Edwards', 'Tony Leech', 'Cory Edwards']",PG
Fever Pitch,Fox,12400125,3267,2005-04-08,11431,10000000,103.0,"['Comedy', 'Drama', 'Romance']","['Bobby Farrelly', 'Peter Farrelly', 'Samantha Armstrong']","['Drew Barrymore', 'David Evans', 'Marc S. Fischer', 'Alan Greenspan', 'Nick Hornby', 'Nancy Juvonen', 'Gil Netter', 'Amanda Posey', 'Bradley Thomas']","['Nick Hornby', 'Lowell Ganz', 'Babaloo Mandel']",PG-13
My Girl,Col.,12391783,2080,1991-11-27,4032,16500000,103.0,"['Comedy', 'Drama']",['Howard Zieff'],"['Brian Grazer', 'Joseph M. Caracciolo Jr.', 'David T. Friendly', 'Hannah Gold', 'Mary Colquhoun']",['Laurice Elehwany'],PG
Mo' Money,Col.,12385415,1689,1992-07-24,12251,17000000,97.0,"['Action', 'Comedy', 'Thriller', 'Crime', 'Romance']",['Peter MacDonald'],"['Eric L. Gold', 'Michael I. Rachmil', 'Damon Wayans', 'Aleta Chappelle']",['Damon Wayans'],R
Charlie St. Cloud,Uni.,12381585,2718,2010-07-30,37950,44000000,99.0,"['Drama', 'Romance']",['Burr Steers'],['Marc Platt'],"['Craig Pearce', 'Lewis Colick', 'Craig Pearce', 'Lewis Colick']",PG-13
Hanna,Focus,12370549,2535,2011-04-08,50456,30000000,111.0,"['Action', 'Thriller', 'Adventure']","['Joe Wright', 'Lori Wyant', 'Sheila Paige', 'Antti Lahtinen']","['Barbara A. Hall', 'Jina Jay', 'Leslie Holleran', 'Marty Adelstein', 'Scott Nemes']","['Seth Lochhead', 'Seth Lochhead', 'David Farr']",PG-13
Widows,Fox,12361307,2803,2018-11-16,401469,42000000,129.0,"['Crime', 'Thriller']","['Steve McQueen', 'Mariela Comitini', 'Brad Robinson', 'Brittany McCoy Boardman', 'Eva Z. Cabrera']","['Iain Canning', 'Emile Sherman', 'Francine Maisler', 'Steve McQueen', 'Bergen Swanson', 'Bergen Swanson', 'Tish Johnson', 'Alison C. Rosa', 'Mickie Paskal', 'Jennifer Rudnicke', 'Barbara Harris', 'Molly Rose', 'Kathy Driscoll', 'Alexis Jade Links', 'Amber Wakefield', 'Stefan Rorick', 'Erin Stewart Tiedje', 'Jessica Gisin Needham', 'Valerie Morasso', 'Jonelle Castillo', 'Melissa Kaye', 'RoseMary Prodonovich', 'Tony Przbysz', 'Amber Waters', 'Christian Crocker']","['Gillian Flynn', 'Steve McQueen']",R
